route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"163",1549_SO,1549_13160,"Szpital Rydygiera",,1,SO_163-02_7,948228,0,0
"163",1548_SO,1548_14123,"Miejskie Centrum Opieki",,0,SO_163-02_8,946600,0,0
"163",1549_SO,1549_13163,"Miejskie Centrum Opieki",,0,SO_163-02_8,948230,0,0
"163",1548_SO,1548_14128,"Szpital Rydygiera",,1,SO_163-02_9,946598,0,0
"163",1549_SO,1549_13167,"Szpital Rydygiera",,1,SO_163-02_9,948228,0,0
"163",1548_SO,1548_14132,"Miejskie Centrum Opieki",,0,SO_163-02_10,946600,0,0
"163",1549_SO,1549_13168,"Miejskie Centrum Opieki",,0,SO_163-02_10,948230,0,0
"163",1548_SO,1548_14135,"Szpital Rydygiera",,1,SO_163-02_11,946598,0,0
"163",1549_SO,1549_13171,"Szpital Rydygiera",,1,SO_163-02_11,948228,0,0
"163",1548_SO,1548_14139,"Miejskie Centrum Opieki",,0,SO_163-02_12,946600,0,0
"163",1549_SO,1549_13174,"Miejskie Centrum Opieki",,0,SO_163-02_12,948230,0,0
"163",1548_SO,1548_14143,"Szpital Rydygiera",,1,SO_163-02_13,946598,0,0
"163",1549_SO,1549_13177,"Szpital Rydygiera",,1,SO_163-02_13,948228,0,0
"163",1548_SO,1548_14147,"Miejskie Centrum Opieki",,0,SO_163-02_14,946600,0,0
"163",1549_SO,1549_13180,"Miejskie Centrum Opieki",,0,SO_163-02_14,948230,0,0
"163",1548_SO,1548_14151,"Szpital Rydygiera",,1,SO_163-02_15,946598,0,0
"163",1549_SO,1549_13183,"Szpital Rydygiera",,1,SO_163-02_15,948228,0,0
"163",1548_SO,1548_14155,"Miejskie Centrum Opieki",,0,SO_163-02_16,946600,0,0
"163",1549_SO,1549_13186,"Miejskie Centrum Opieki",,0,SO_163-02_16,948230,0,0
"163",1548_SO,1548_14159,"Szpital Rydygiera",,1,SO_163-02_17,946598,0,0
"163",1549_SO,1549_13189,"Szpital Rydygiera",,1,SO_163-02_17,948228,0,0
"163",1548_SO,1548_14162,"Miejskie Centrum Opieki",,0,SO_163-02_18,946600,0,0
"163",1549_SO,1549_13192,"Miejskie Centrum Opieki",,0,SO_163-02_18,948230,0,0
"163",1548_SO,1548_14167,"Szpital Rydygiera",,1,SO_163-02_19,946598,0,0
"163",1549_SO,1549_13197,"Szpital Rydygiera",,1,SO_163-02_19,948228,0,0
"163",1548_SO,1548_14018,"Szpital Rydygiera",,1,SO_163-03_2,946598,0,0
"163",1549_SO,1549_13086,"Szpital Rydygiera",,1,SO_163-03_2,948228,0,0
"163",1548_SO,1548_14021,"Miejskie Centrum Opieki",,0,SO_163-03_3,946600,0,0
"163",1549_SO,1549_13088,"Miejskie Centrum Opieki",,0,SO_163-03_3,948230,0,0
"163",1548_SO,1548_14027,"Szpital Rydygiera",,1,SO_163-03_4,946598,0,0
"163",1549_SO,1549_13092,"Szpital Rydygiera",,1,SO_163-03_4,948228,0,0
"163",1548_SO,1548_14032,"Miejskie Centrum Opieki",,0,SO_163-03_5,946600,0,0
"163",1549_SO,1549_13094,"Miejskie Centrum Opieki",,0,SO_163-03_5,948230,0,0
"163",1548_SO,1548_14037,"Szpital Rydygiera",,1,SO_163-03_6,946598,0,0
"163",1549_SO,1549_13098,"Szpital Rydygiera",,1,SO_163-03_6,948228,0,0
"163",1548_SO,1548_14039,"Miejskie Centrum Opieki",,0,SO_163-03_7,946600,0,0
"163",1549_SO,1549_13101,"Miejskie Centrum Opieki",,0,SO_163-03_7,948230,0,0
"163",1548_SO,1548_14042,"Szpital Rydygiera",,1,SO_163-03_8,946598,0,0
"163",1549_SO,1549_13103,"Szpital Rydygiera",,1,SO_163-03_8,948228,0,0
"163",1548_SO,1548_14048,"Miejskie Centrum Opieki",,0,SO_163-03_9,946600,0,0
"163",1549_SO,1549_13106,"Miejskie Centrum Opieki",,0,SO_163-03_9,948230,0,0
"163",1548_SO,1548_14051,"Szpital Rydygiera",,1,SO_163-03_10,946598,0,0
"163",1549_SO,1549_13109,"Szpital Rydygiera",,1,SO_163-03_10,948228,0,0
"163",1548_SO,1548_14057,"Miejskie Centrum Opieki",,0,SO_163-03_11,946600,0,0
"163",1549_SO,1549_13111,"Miejskie Centrum Opieki",,0,SO_163-03_11,948230,0,0
"163",1548_SO,1548_14061,"Szpital Rydygiera",,1,SO_163-03_12,946598,0,0
"163",1549_SO,1549_13114,"Szpital Rydygiera",,1,SO_163-03_12,948228,0,0
"163",1548_SO,1548_14064,"Miejskie Centrum Opieki",,0,SO_163-03_13,946600,0,0
"163",1549_SO,1549_13117,"Miejskie Centrum Opieki",,0,SO_163-03_13,948230,0,0
"163",1548_SO,1548_14067,"Szpital Rydygiera",,1,SO_163-03_14,946598,0,0
"163",1549_SO,1549_13120,"Szpital Rydygiera",,1,SO_163-03_14,948228,0,0
"163",1548_SO,1548_14073,"Miejskie Centrum Opieki",,0,SO_163-03_15,946600,0,0
"163",1549_SO,1549_13124,"Miejskie Centrum Opieki",,0,SO_163-03_15,948230,0,0
"163",1548_SO,1548_14074,"Szpital Rydygiera",,1,SO_163-03_16,946598,0,0
"163",1549_SO,1549_13128,"Szpital Rydygiera",,1,SO_163-03_16,948228,0,0
"163",1548_SO,1548_14078,"Miejskie Centrum Opieki",,0,SO_163-03_17,946600,0,0
"163",1549_SO,1549_13129,"Miejskie Centrum Opieki",,0,SO_163-03_17,948230,0,0
"163",1548_SO,1548_14082,"Szpital Rydygiera",,1,SO_163-03_18,946598,0,0
"163",1549_SO,1549_13133,"Szpital Rydygiera",,1,SO_163-03_18,948228,0,0
"163",1548_SO,1548_14086,"Miejskie Centrum Opieki",,0,SO_163-03_19,946600,0,0
"163",1549_SO,1549_13136,"Miejskie Centrum Opieki",,0,SO_163-03_19,948230,0,0
"172",1548_SO,1548_6484,"Bronowice Małe",,0,SO_172-01_2,946068,0,0
"172",1549_SO,1549_6703,"Bronowice Małe",,0,SO_172-01_2,947698,0,0
"172",1548_SO,1548_6490,"Kombinat",,0,SO_172-01_3,946067,0,0
"172",1549_SO,1549_6707,"Kombinat",,0,SO_172-01_3,947697,0,0
"172",1548_SO,1548_6495,"Bronowice Małe",,0,SO_172-01_4,946068,0,0
"172",1549_SO,1549_6711,"Bronowice Małe",,0,SO_172-01_4,947698,0,0
"172",1548_SO,1548_6501,"Kombinat",,0,SO_172-01_5,946067,0,0
"172",1549_SO,1549_6715,"Kombinat",,0,SO_172-01_5,947697,0,0
"172",1548_SO,1548_6502,"Bronowice Małe",,0,SO_172-01_6,946068,0,0
"172",1549_SO,1549_6719,"Bronowice Małe",,0,SO_172-01_6,947698,0,0
"172",1548_SO,1548_6506,"Kombinat",,0,SO_172-01_7,946067,0,0
"172",1549_SO,1549_6723,"Kombinat",,0,SO_172-01_7,947697,0,0
"172",1548_SO,1548_6513,"Bronowice Małe",,0,SO_172-01_8,946068,0,0
"172",1549_SO,1549_6727,"Bronowice Małe",,0,SO_172-01_8,947698,0,0
"172",1548_SO,1548_6514,"Kombinat",,0,SO_172-01_9,946067,0,0
"172",1549_SO,1549_6731,"Kombinat",,0,SO_172-01_9,947697,0,0
"172",1548_SO,1548_6777,"Kombinat",,0,SO_172-02_2,946067,0,0
"172",1549_SO,1549_7000,"Kombinat",,0,SO_172-02_2,947697,0,0
"172",1548_SO,1548_6778,"Bronowice Małe",,0,SO_172-02_3,946068,0,0
"172",1549_SO,1549_7004,"Bronowice Małe",,0,SO_172-02_3,947698,0,0
"172",1548_SO,1548_6782,"Kombinat",,0,SO_172-02_4,946067,0,0
"172",1549_SO,1549_7008,"Kombinat",,0,SO_172-02_4,947697,0,0
"172",1548_SO,1548_6786,"Bronowice Małe",,0,SO_172-02_5,946068,0,0
"172",1549_SO,1549_7011,"Bronowice Małe",,0,SO_172-02_5,947698,0,0
"172",1548_SO,1548_6790,"Kombinat",,0,SO_172-02_6,946067,0,0
"172",1549_SO,1549_7015,"Kombinat",,0,SO_172-02_6,947697,0,0
"172",1548_SO,1548_6794,"Bronowice Małe",,0,SO_172-02_7,946068,0,0
"172",1549_SO,1549_7020,"Bronowice Małe",,0,SO_172-02_7,947698,0,0
"172",1548_SO,1548_6798,"Kombinat",,0,SO_172-02_8,946067,0,0
"172",1549_SO,1549_7024,"Kombinat",,0,SO_172-02_8,947697,0,0
"172",1548_SO,1548_6802,"Bronowice Małe",,0,SO_172-02_9,946068,0,0
"172",1549_SO,1549_7028,"Bronowice Małe",,0,SO_172-02_9,947698,0,0
"172",1548_SO,1548_6806,"Kombinat",,0,SO_172-02_10,946067,0,0
"172",1549_SO,1549_7032,"Kombinat",,0,SO_172-02_10,947697,0,0
"172",1548_SO,1548_6810,"Bronowice Małe",,0,SO_172-02_11,946068,0,0
"172",1549_SO,1549_7035,"Bronowice Małe",,0,SO_172-02_11,947698,0,0
"172",1548_SO,1548_6813,"Kombinat",,0,SO_172-02_12,946067,0,0
"172",1549_SO,1549_7042,"Kombinat",,0,SO_172-02_12,947697,0,0
"172",1548_SO,1548_6817,"Bronowice Małe",,0,SO_172-02_13,946068,0,0
"172",1549_SO,1549_7045,"Bronowice Małe",,0,SO_172-02_13,947698,0,0
"172",1548_SO,1548_6821,"Kombinat",,0,SO_172-02_14,946067,0,0
"172",1549_SO,1549_7050,"Kombinat",,0,SO_172-02_14,947697,0,0
"172",1548_SO,1548_6825,"Bronowice Małe",,0,SO_172-02_15,946068,0,0
"172",1549_SO,1549_7053,"Bronowice Małe",,0,SO_172-02_15,947698,0,0
"172",1548_SO,1548_6829,"Kombinat",,0,SO_172-02_16,946067,0,0
"172",1549_SO,1549_7057,"Kombinat",,0,SO_172-02_16,947697,0,0
"172",1548_SO,1548_6831,"Bronowice Małe",,0,SO_172-02_17,946068,0,0
"172",1549_SO,1549_7061,"Bronowice Małe",,0,SO_172-02_17,947698,0,0
"172",1548_SO,1548_6834,"Kombinat",,0,SO_172-02_18,946067,0,0
"172",1549_SO,1549_7065,"Kombinat",,0,SO_172-02_18,947697,0,0
"172",1548_SO,1548_6839,"Bronowice Małe",,0,SO_172-02_19,946068,0,0
"172",1549_SO,1549_7069,"Bronowice Małe",,0,SO_172-02_19,947698,0,0
"172",1548_SO,1548_6844,"Kombinat",,0,SO_172-02_20,946067,0,0
"172",1549_SO,1549_7073,"Kombinat",,0,SO_172-02_20,947697,0,0
"172",1548_SO,1548_6688,"Bronowice Małe",,0,SO_172-03_2,946075,0,0
"172",1549_SO,1549_6911,"Bronowice Małe",,0,SO_172-03_2,947705,0,0
"172",1548_SO,1548_6695,"Kombinat",,0,SO_172-03_3,946067,0,0
"172",1549_SO,1549_6916,"Kombinat",,0,SO_172-03_3,947697,0,0
"172",1548_SO,1548_6697,"Bronowice Małe",,0,SO_172-03_4,946068,0,0
"172",1549_SO,1549_6920,"Bronowice Małe",,0,SO_172-03_4,947698,0,0
"172",1548_SO,1548_6702,"Kombinat",,0,SO_172-03_5,946067,0,0
"172",1549_SO,1549_6924,"Kombinat",,0,SO_172-03_5,947697,0,0
"172",1548_SO,1548_6705,"Bronowice Małe",,0,SO_172-03_6,946068,0,0
"172",1549_SO,1549_6928,"Bronowice Małe",,0,SO_172-03_6,947698,0,0
"172",1548_SO,1548_6708,"Kombinat",,0,SO_172-03_7,946067,0,0
"172",1549_SO,1549_6932,"Kombinat",,0,SO_172-03_7,947697,0,0
"172",1548_SO,1548_6712,"Bronowice Małe",,0,SO_172-03_8,946068,0,0
"172",1549_SO,1549_6935,"Bronowice Małe",,0,SO_172-03_8,947698,0,0
"172",1548_SO,1548_6717,"Kombinat",,0,SO_172-03_9,946067,0,0
"172",1549_SO,1549_6940,"Kombinat",,0,SO_172-03_9,947697,0,0
"172",1548_SO,1548_6720,"Bronowice Małe",,0,SO_172-03_10,946068,0,0
"172",1549_SO,1549_6944,"Bronowice Małe",,0,SO_172-03_10,947698,0,0
"172",1548_SO,1548_6726,"Kombinat",,0,SO_172-03_11,946067,0,0
"172",1549_SO,1549_6948,"Kombinat",,0,SO_172-03_11,947697,0,0
"172",1548_SO,1548_6730,"Bronowice Małe",,0,SO_172-03_12,946068,0,0
"172",1549_SO,1549_6952,"Bronowice Małe",,0,SO_172-03_12,947698,0,0
"172",1548_SO,1548_6735,"Kombinat",,0,SO_172-03_13,946067,0,0
"172",1549_SO,1549_6955,"Kombinat",,0,SO_172-03_13,947697,0,0
"172",1548_SO,1548_6736,"Bronowice Małe",,0,SO_172-03_14,946068,0,0
"172",1549_SO,1549_6960,"Bronowice Małe",,0,SO_172-03_14,947698,0,0
"172",1548_SO,1548_6743,"Kombinat",,0,SO_172-03_15,946067,0,0
"172",1549_SO,1549_6964,"Kombinat",,0,SO_172-03_15,947697,0,0
"172",1548_SO,1548_6747,"Bronowice Małe",,0,SO_172-03_16,946068,0,0
"172",1549_SO,1549_6968,"Bronowice Małe",,0,SO_172-03_16,947698,0,0
"172",1548_SO,1548_6749,"Kombinat",,0,SO_172-03_17,946067,0,0
"172",1549_SO,1549_6971,"Kombinat",,0,SO_172-03_17,947697,0,0
"172",1548_SO,1548_6753,"Bronowice Małe",,0,SO_172-03_18,946068,0,0
"172",1549_SO,1549_6975,"Bronowice Małe",,0,SO_172-03_18,947698,0,0
"172",1548_SO,1548_6757,"Kombinat",,0,SO_172-03_19,946067,0,0
"172",1549_SO,1549_6980,"Kombinat",,0,SO_172-03_19,947697,0,0
"172",1548_SO,1548_6761,"Bronowice Małe",,0,SO_172-03_20,946068,0,0
"172",1549_SO,1549_6984,"Bronowice Małe",,0,SO_172-03_20,947698,0,0
"172",1548_SO,1548_6765,"Struga",,0,SO_172-03_21,946069,0,0
"172",1549_SO,1549_6988,"Struga",,0,SO_172-03_21,947699,0,0
"172",1548_SO,1548_6260,"Bronowice Małe",,0,SO_172-04_2,946068,0,0
"172",1549_SO,1549_6479,"Bronowice Małe",,0,SO_172-04_2,947698,0,0
"172",1548_SO,1548_6265,"Kombinat",,0,SO_172-04_3,946067,0,0
"172",1549_SO,1549_6483,"Kombinat",,0,SO_172-04_3,947697,0,0
"172",1548_SO,1548_6269,"Bronowice Małe",,0,SO_172-04_4,946068,0,0
"172",1549_SO,1549_6487,"Bronowice Małe",,0,SO_172-04_4,947698,0,0
"172",1548_SO,1548_6273,"Kombinat",,0,SO_172-04_5,946067,0,0
"172",1549_SO,1549_6491,"Kombinat",,0,SO_172-04_5,947697,0,0
"172",1548_SO,1548_6276,"Bronowice Małe",,0,SO_172-04_6,946068,0,0
"172",1549_SO,1549_6498,"Bronowice Małe",,0,SO_172-04_6,947698,0,0
"172",1548_SO,1548_6281,"Kombinat",,0,SO_172-04_7,946067,0,0
"172",1549_SO,1549_6501,"Kombinat",,0,SO_172-04_7,947697,0,0
"172",1548_SO,1548_6284,"Bronowice Małe",,0,SO_172-04_8,946068,0,0
"172",1549_SO,1549_6505,"Bronowice Małe",,0,SO_172-04_8,947698,0,0
"172",1548_SO,1548_6287,"Kombinat",,0,SO_172-04_9,946067,0,0
"172",1549_SO,1549_6509,"Kombinat",,0,SO_172-04_9,947697,0,0
"172",1548_SO,1548_6291,"Bronowice Małe",,0,SO_172-04_10,946068,0,0
"172",1549_SO,1549_6513,"Bronowice Małe",,0,SO_172-04_10,947698,0,0
"172",1548_SO,1548_6296,"Kombinat",,0,SO_172-04_11,946067,0,0
"172",1549_SO,1549_6517,"Kombinat",,0,SO_172-04_11,947697,0,0
"172",1548_SO,1548_6300,"Bronowice Małe",,0,SO_172-04_12,946068,0,0
"172",1549_SO,1549_6521,"Bronowice Małe",,0,SO_172-04_12,947698,0,0
"172",1548_SO,1548_6306,"Kombinat",,0,SO_172-04_13,946067,0,0
"172",1549_SO,1549_6524,"Kombinat",,0,SO_172-04_13,947697,0,0
"172",1548_SO,1548_6308,"Bronowice Małe",,0,SO_172-04_14,946068,0,0
"172",1549_SO,1549_6529,"Bronowice Małe",,0,SO_172-04_14,947698,0,0
"172",1548_SO,1548_6311,"Kombinat",,0,SO_172-04_15,946067,0,0
"172",1549_SO,1549_6532,"Kombinat",,0,SO_172-04_15,947697,0,0
"172",1548_SO,1548_6318,"Bronowice Małe",,0,SO_172-04_16,946068,0,0
"172",1549_SO,1549_6537,"Bronowice Małe",,0,SO_172-04_16,947698,0,0
"172",1548_SO,1548_6322,"Struga",,0,SO_172-04_17,946069,0,0
"172",1549_SO,1549_6541,"Struga",,0,SO_172-04_17,947699,0,0
"172",1548_SO,1548_6197,"Bronowice Małe",,0,SO_172-05_2,946075,0,0
"172",1549_SO,1549_6417,"Bronowice Małe",,0,SO_172-05_2,947705,0,0
"172",1548_SO,1548_6201,"Kombinat",,0,SO_172-05_3,946067,0,0
"172",1549_SO,1549_6421,"Kombinat",,0,SO_172-05_3,947697,0,0
"172",1548_SO,1548_6205,"Bronowice Małe",,0,SO_172-05_4,946068,0,0
"172",1549_SO,1549_6426,"Bronowice Małe",,0,SO_172-05_4,947698,0,0
"172",1548_SO,1548_6209,"Kombinat",,0,SO_172-05_5,946067,0,0
"172",1549_SO,1549_6430,"Kombinat",,0,SO_172-05_5,947697,0,0
"172",1548_SO,1548_6213,"Bronowice Małe",,0,SO_172-05_6,946068,0,0
"172",1549_SO,1549_6434,"Bronowice Małe",,0,SO_172-05_6,947698,0,0
"172",1548_SO,1548_6217,"Kombinat",,0,SO_172-05_7,946067,0,0
"172",1549_SO,1549_6435,"Kombinat",,0,SO_172-05_7,947697,0,0
"172",1548_SO,1548_6221,"Bronowice Małe",,0,SO_172-05_8,946068,0,0
"172",1549_SO,1549_6439,"Bronowice Małe",,0,SO_172-05_8,947698,0,0
"172",1548_SO,1548_6223,"Kombinat",,0,SO_172-05_9,946067,0,0
"172",1549_SO,1549_6444,"Kombinat",,0,SO_172-05_9,947697,0,0
"172",1548_SO,1548_6228,"Bronowice Małe",,0,SO_172-05_10,946068,0,0
"172",1549_SO,1549_6449,"Bronowice Małe",,0,SO_172-05_10,947698,0,0
"172",1548_SO,1548_6232,"Kombinat",,0,SO_172-05_11,946067,0,0
"172",1549_SO,1549_6453,"Kombinat",,0,SO_172-05_11,947697,0,0
"172",1548_SO,1548_6236,"Bronowice Małe",,0,SO_172-05_12,946068,0,0
"172",1549_SO,1549_6457,"Bronowice Małe",,0,SO_172-05_12,947698,0,0
"172",1548_SO,1548_6240,"Kombinat",,0,SO_172-05_13,946067,0,0
"172",1549_SO,1549_6461,"Kombinat",,0,SO_172-05_13,947697,0,0
"172",1548_SO,1548_6244,"Bronowice Małe",,0,SO_172-05_14,946068,0,0
"172",1549_SO,1549_6466,"Bronowice Małe",,0,SO_172-05_14,947698,0,0
"172",1548_SO,1548_6248,"Kombinat",,0,SO_172-05_15,946067,0,0
"172",1549_SO,1549_6470,"Kombinat",,0,SO_172-05_15,947697,0,0
"172",1548_SO,1548_6406,"Bronowice Małe",,0,SO_172-06_2,946075,0,0
"172",1549_SO,1549_6623,"Bronowice Małe",,0,SO_172-06_2,947705,0,0
"172",1548_SO,1548_6409,"Kombinat",,0,SO_172-06_3,946067,0,0
"172",1549_SO,1549_6627,"Kombinat",,0,SO_172-06_3,947697,0,0
"172",1548_SO,1548_6413,"Bronowice Małe",,0,SO_172-06_4,946068,0,0
"172",1549_SO,1549_6631,"Bronowice Małe",,0,SO_172-06_4,947698,0,0
"172",1548_SO,1548_6418,"Kombinat",,0,SO_172-06_5,946067,0,0
"172",1549_SO,1549_6635,"Kombinat",,0,SO_172-06_5,947697,0,0
"172",1548_SO,1548_6421,"Bronowice Małe",,0,SO_172-06_6,946068,0,0
"172",1549_SO,1549_6639,"Bronowice Małe",,0,SO_172-06_6,947698,0,0
"172",1548_SO,1548_6424,"Kombinat",,0,SO_172-06_7,946067,0,0
"172",1549_SO,1549_6643,"Kombinat",,0,SO_172-06_7,947697,0,0
"172",1548_SO,1548_6428,"Bronowice Małe",,0,SO_172-06_8,946068,0,0
"172",1549_SO,1549_6647,"Bronowice Małe",,0,SO_172-06_8,947698,0,0
"172",1548_SO,1548_6434,"Kombinat",,0,SO_172-06_9,946067,0,0
"172",1549_SO,1549_6651,"Kombinat",,0,SO_172-06_9,947697,0,0
"172",1548_SO,1548_6436,"Bronowice Małe",,0,SO_172-06_10,946068,0,0
"172",1549_SO,1549_6655,"Bronowice Małe",,0,SO_172-06_10,947698,0,0
"172",1548_SO,1548_6442,"Kombinat",,0,SO_172-06_11,946067,0,0
"172",1549_SO,1549_6659,"Kombinat",,0,SO_172-06_11,947697,0,0
"172",1548_SO,1548_6445,"Bronowice Małe",,0,SO_172-06_12,946068,0,0
"172",1549_SO,1549_6663,"Bronowice Małe",,0,SO_172-06_12,947698,0,0
"172",1548_SO,1548_6450,"Kombinat",,0,SO_172-06_13,946067,0,0
"172",1549_SO,1549_6667,"Kombinat",,0,SO_172-06_13,947697,0,0
"172",1548_SO,1548_6451,"Bronowice Małe",,0,SO_172-06_14,946068,0,0
"172",1549_SO,1549_6671,"Bronowice Małe",,0,SO_172-06_14,947698,0,0
"172",1548_SO,1548_6456,"Kombinat",,0,SO_172-06_15,946067,0,0
"172",1549_SO,1549_6675,"Kombinat",,0,SO_172-06_15,947697,0,0
"172",1548_SO,1548_6461,"Bronowice Małe",,0,SO_172-06_16,946068,0,0
"172",1549_SO,1549_6679,"Bronowice Małe",,0,SO_172-06_16,947698,0,0
"172",1548_SO,1548_6463,"Kombinat",,0,SO_172-06_17,946067,0,0
"172",1549_SO,1549_6683,"Kombinat",,0,SO_172-06_17,947697,0,0
"172",1548_SO,1548_6468,"Bronowice Małe",,0,SO_172-06_18,946068,0,0
"172",1549_SO,1549_6687,"Bronowice Małe",,0,SO_172-06_18,947698,0,0
"172",1548_SO,1548_6472,"Kombinat",,0,SO_172-06_19,946067,0,0
"172",1549_SO,1549_6691,"Kombinat",,0,SO_172-06_19,947697,0,0
"178",1548_SO,1548_10410,"Łagiewniki",,0,SO_178-01_2,946082,0,0
"178",1549_SO,1549_10310,"Łagiewniki",,0,SO_178-01_2,947712,0,0
"178",1548_SO,1548_10417,"Mistrzejowice",,1,SO_178-01_3,946081,0,0
"178",1549_SO,1549_10313,"Mistrzejowice",,1,SO_178-01_3,947711,0,0
"578",1548_SO,1548_10420,"Czerwone Maki P+R",,0,SO_178-01_4,946847,0,0
"578",1549_SO,1549_10316,"Czerwone Maki P+R",,0,SO_178-01_4,948477,0,0
"578",1548_SO,1548_10425,"Mistrzejowice",,1,SO_178-01_5,946846,0,0
"578",1549_SO,1549_10319,"Mistrzejowice",,1,SO_178-01_5,948476,0,0
"178",1548_SO,1548_10429,"Łagiewniki",,0,SO_178-01_6,946082,0,0
"178",1549_SO,1549_10322,"Łagiewniki",,0,SO_178-01_6,947712,0,0
"178",1548_SO,1548_10431,"Mistrzejowice",,1,SO_178-01_7,946081,0,0
"178",1549_SO,1549_10325,"Mistrzejowice",,1,SO_178-01_7,947711,0,0
"578",1548_SO,1548_10435,"Czerwone Maki P+R",,0,SO_178-01_8,946847,0,0
"578",1549_SO,1549_10328,"Czerwone Maki P+R",,0,SO_178-01_8,948477,0,0
"578",1548_SO,1548_10441,"Mistrzejowice",,1,SO_178-01_9,946846,0,0
"578",1549_SO,1549_10331,"Mistrzejowice",,1,SO_178-01_9,948476,0,0
"178",1548_SO,1548_10443,"Łagiewniki",,0,SO_178-01_10,946082,0,0
"178",1549_SO,1549_10334,"Łagiewniki",,0,SO_178-01_10,947712,0,0
"178",1548_SO,1548_10448,"Mistrzejowice",,1,SO_178-01_11,946081,0,0
"178",1549_SO,1549_10337,"Mistrzejowice",,1,SO_178-01_11,947711,0,0
"578",1548_SO,1548_10452,"Czerwone Maki P+R",,0,SO_178-01_12,946847,0,0
"578",1549_SO,1549_10340,"Czerwone Maki P+R",,0,SO_178-01_12,948477,0,0
"578",1548_SO,1548_10457,"Mistrzejowice",,1,SO_178-01_13,946846,0,0
"578",1549_SO,1549_10341,"Mistrzejowice",,1,SO_178-01_13,948476,0,0
"178",1548_SO,1548_10460,"Łagiewniki",,0,SO_178-01_14,946082,0,0
"178",1549_SO,1549_10346,"Łagiewniki",,0,SO_178-01_14,947712,0,0
"178",1548_SO,1548_10462,"Mistrzejowice",,1,SO_178-01_15,946081,0,0
"178",1549_SO,1549_10348,"Mistrzejowice",,1,SO_178-01_15,947711,0,0
"578",1548_SO,1548_10469,"Czerwone Maki P+R",,0,SO_178-01_16,946847,0,0
"578",1549_SO,1549_10350,"Czerwone Maki P+R",,0,SO_178-01_16,948477,0,0
"578",1548_SO,1548_10473,"Mistrzejowice",,1,SO_178-01_17,946846,0,0
"578",1549_SO,1549_10353,"Mistrzejowice",,1,SO_178-01_17,948476,0,0
"178",1548_SO,1548_10477,"Łagiewniki",,0,SO_178-01_18,946082,0,0
"178",1549_SO,1549_10358,"Łagiewniki",,0,SO_178-01_18,947712,0,0
"178",1548_SO,1548_10481,"Mistrzejowice",,1,SO_178-01_19,946081,0,0
"178",1549_SO,1549_10361,"Mistrzejowice",,1,SO_178-01_19,947711,0,0
"578",1548_SO,1548_10485,"Czerwone Maki P+R",,0,SO_178-01_20,946847,0,0
"578",1549_SO,1549_10364,"Czerwone Maki P+R",,0,SO_178-01_20,948477,0,0
"578",1548_SO,1548_10486,"Mistrzejowice",,1,SO_178-01_21,946846,0,0
"578",1549_SO,1549_10367,"Mistrzejowice",,1,SO_178-01_21,948476,0,0
"178",1548_SO,1548_10490,"Łagiewniki",,0,SO_178-01_22,946082,0,0
"178",1549_SO,1549_10369,"Łagiewniki",,0,SO_178-01_22,947712,0,0
"178",1548_SO,1548_10494,"Mistrzejowice",,1,SO_178-01_23,946081,0,0
"178",1549_SO,1549_10371,"Mistrzejowice",,1,SO_178-01_23,947711,0,0
"178",1548_SO,1548_10498,"Łagiewniki",,0,SO_178-01_24,946082,0,0
"178",1549_SO,1549_10375,"Łagiewniki",,0,SO_178-01_24,947712,0,0
"178",1548_SO,1548_10502,"Mistrzejowice",,1,SO_178-01_25,946081,0,0
"178",1549_SO,1549_10379,"Mistrzejowice",,1,SO_178-01_25,947711,0,0
"178",1548_SO,1548_9936,"Łagiewniki",,0,SO_178-02_2,946082,0,0
"178",1549_SO,1549_9946,"Łagiewniki",,0,SO_178-02_2,947712,0,0
"178",1548_SO,1548_9940,"Mistrzejowice",,1,SO_178-02_3,946081,0,0
"178",1549_SO,1549_9949,"Mistrzejowice",,1,SO_178-02_3,947711,0,0
"578",1548_SO,1548_9945,"Czerwone Maki P+R",,0,SO_178-02_4,946847,0,0
"578",1549_SO,1549_9952,"Czerwone Maki P+R",,0,SO_178-02_4,948477,0,0
"578",1548_SO,1548_9947,"Mistrzejowice",,1,SO_178-02_5,946846,0,0
"578",1549_SO,1549_9957,"Mistrzejowice",,1,SO_178-02_5,948476,0,0
"178",1548_SO,1548_9952,"Łagiewniki",,0,SO_178-02_6,946082,0,0
"178",1549_SO,1549_9958,"Łagiewniki",,0,SO_178-02_6,947712,0,0
"178",1548_SO,1548_9955,"Mistrzejowice",,1,SO_178-02_7,946081,0,0
"178",1549_SO,1549_9961,"Mistrzejowice",,1,SO_178-02_7,947711,0,0
"578",1548_SO,1548_9959,"Czerwone Maki P+R",,0,SO_178-02_8,946847,0,0
"578",1549_SO,1549_9965,"Czerwone Maki P+R",,0,SO_178-02_8,948477,0,0
"578",1548_SO,1548_9965,"Mistrzejowice",,1,SO_178-02_9,946846,0,0
"578",1549_SO,1549_9968,"Mistrzejowice",,1,SO_178-02_9,948476,0,0
"178",1548_SO,1548_9968,"Łagiewniki",,0,SO_178-02_10,946082,0,0
"178",1549_SO,1549_9972,"Łagiewniki",,0,SO_178-02_10,947712,0,0
"178",1548_SO,1548_9972,"Mistrzejowice",,1,SO_178-02_11,946081,0,0
